name,salary,area_name,published_at
Торговый представитель (Менеджер по продажам),49000.0,Санкт-Петербург,2009-08-18T14:48:50+0400
Web-дизайнер,25000.0,Уфа,2009-08-18T11:00:45+0400
Специалист по работе с Домовыми сетями,30000.0,Санкт-Петербург,2009-08-04T11:19:55+0400
Web-дизайнер,25000.0,Оренбург,2009-08-18T11:00:44+0400
Web-дизайнер,25000.0,Ижевск,2009-08-04T11:24:42+0400
Web-дизайнер,25000.0,Набережные Челны,2009-08-04T11:26:38+0400
Системный администратор,27500.0,Тула,2009-08-16T12:29:46+0400
Веб-программист,27500.0,Санкт-Петербург,2009-08-04T11:40:04+0400
Ведущий администратор Unix,47500.0,Москва,2009-08-04T11:40:51+0400
Верстальщик,32500.0,Санкт-Петербург,2009-08-04T11:54:50+0400
Инженер технической поддержки (HelpDesk),27500.0,Москва,2009-08-04T12:29:55+0400
Инженер-программист,30000.0,Самара,2009-09-01T09:58:36+0400
Менеджер по работе с клиентами,17000.0,Санкт-Петербург,2009-08-04T13:03:49+0400
Ведущий менеджер по работе с партнерами (VAX_VGD),23000.0,Волгоград,2009-08-24T13:25:15+0400
Специалист техподдержки ПО - консультант,12000.0,Ростов-на-Дону,2009-08-04T13:08:45+0400
Менеджер проектов,55000.0,Москва,2009-08-04T13:18:49+0400
Программист 1С,85000.0,Москва,2009-08-17T09:11:39+0400
Начальник сектора автоматизированных систем учета,31000.0,Санкт-Петербург,2009-09-02T11:06:34+0400
Программист С++,35000.0,Санкт-Петербург,2009-08-04T13:43:48+0400
Системный администратор,30000.0,Санкт-Петербург,2009-08-04T14:04:32+0400
Старший разработчик-консультант Microsoft Dynamics NAV (Navision),65000.0,Москва,2009-08-04T14:15:05+0400
Системный инженер,24000.0,Санкт-Петербург,2009-08-04T14:15:48+0400
Менеджер по продажам,25000.0,Санкт-Петербург,2009-08-04T14:35:35+0400
Руководитель направления - call-центр,35000.0,Санкт-Петербург,2009-08-04T15:01:02+0400
Программист 1С,60000.0,Москва,2009-08-04T15:01:05+0400
Руководитель проектов,57500.0,Москва,2009-08-04T15:03:46+0400
Бизнес аналитик,50000.0,Москва,2009-09-03T08:55:37+0400
Инженер-программист (разработчик картографического ПО),50000.0,Санкт-Петербург,2009-08-04T15:22:00+0400
Presale менеджер,20000.0,Москва,2009-08-14T14:36:36+0400
Инженер-программист / Java developer,50000.0,Санкт-Петербург,2009-08-04T15:23:12+0400
Системный аналитик,50000.0,Санкт-Петербург,2009-08-04T15:23:44+0400
Инженер по управлению конфигурацией,45000.0,Санкт-Петербург,2009-08-04T15:24:43+0400
Seo оптимизатор,40000.0,Москва,2009-09-03T15:48:14+0400
Менеджер по продажам,31500.0,Санкт-Петербург,2009-09-23T11:03:36+0400
Менеджер проектов (информационная безопасность),30000.0,Москва,2009-08-04T16:10:23+0400
Инженер (техподдержка),30000.0,Москва,2009-08-04T16:22:17+0400
Системный администратор,31500.0,Москва,2009-08-04T16:22:39+0400
Инженер-программист отдела разработки тиражных приложений,25000.0,Краснодар,2009-08-04T16:51:22+0400
Менеджер по продажам,55000.0,Москва,2009-08-04T16:52:02+0400
Системный аналитик,55000.0,Москва,2009-08-04T16:52:44+0400
Коммерческий представитель,37500.0,Краснодар,2009-11-23T17:18:37+0300
Системный администратор,22500.0,Самара,2009-08-04T17:22:19+0400
Руководитель группы тестирования (Тест Менеджер),65000.0,Москва,2009-08-04T17:22:23+0400
Региональный менеджер по продажам,37500.0,Краснодарский край,2009-11-23T17:18:37+0300
SEO-оптимизатор,40000.0,Москва,2009-08-04T17:25:39+0400
Вэб-дизайнер,37500.0,Москва,2009-08-04T17:27:06+0400
Программист 1С,70000.0,Москва,2009-08-04T17:32:13+0400
Менеджер проектов,30000.0,Москва,2009-08-04T17:33:46+0400
Программист БД,22500.0,Ростов-на-Дону,2009-08-04T17:57:27+0400
Senior Java Developer (FIX protocol),70000.0,Санкт-Петербург,2009-10-12T19:37:38+0400
Менеджер по продажам услуг связи,62500.0,Москва,2009-08-04T18:18:52+0400
Сотрудник службы поддержки,20000.0,Санкт-Петербург,2009-08-04T18:21:04+0400
Разработчик Flash,60000.0,Москва,2009-10-05T11:55:39+0400
Системный администратор,57500.0,Москва,2009-08-04T18:45:39+0400
Инженер-программист 1 С,75250.0,Москва,2009-08-04T18:50:27+0400
Программист Flash / Action Script,40000.0,Санкт-Петербург,2009-08-04T20:03:21+0400
"PHP-программист со знанием ""1С-Битрикс""",40000.0,Москва,2009-09-03T12:51:06+0400
Программист PHP,20000.0,Липецк,2009-09-25T04:34:47+0400
Flash / Flex программист,70000.0,Москва,2009-08-05T00:07:19+0400
HTML-верстальщик,23500.0,Санкт-Петербург,2009-08-05T00:33:13+0400
Менеджер по продажам,26000.0,Санкт-Петербург,2009-08-05T00:51:21+0400
Программист,18500.0,Красноярск,2009-08-05T05:41:39+0400
Менеджер продукта,30000.0,Москва,2009-08-05T09:36:35+0400
Ведущий программист в отдел САПР,65000.0,Москва,2009-08-11T10:25:21+0400
Менеджер по продажам программного обеспечения,15000.0,Саратов,2009-08-31T09:44:49+0400
Инженер,29500.0,Москва,2009-08-24T10:49:55+0400
Java программист,85000.0,Москва,2009-08-05T10:33:21+0400
Консультант 1С (8.0),90000.0,Москва,2009-08-05T10:35:09+0400
IT Project Manager (1C),200000.0,Москва,2009-08-05T10:37:38+0400
Консультант 1С (8.1),90000.0,Москва,2009-08-05T10:40:21+0400
Программист 1С,60000.0,Москва,2009-08-18T12:32:28+0400
Системный администратор,52500.0,Москва,2009-08-05T11:00:59+0400
Менеджер по оптовым продажам,21500.0,Санкт-Петербург,2009-08-05T11:01:48+0400
Технический писатель,60000.0,Санкт-Петербург,2009-08-05T11:04:57+0400
PR-менеджер (крупный интернет-портал),40000.0,Москва,2009-08-11T16:07:20+0400
Программист 1С,37500.0,Екатеринбург,2009-09-07T10:11:20+0400
Менеджер по продажам,40000.0,Санкт-Петербург,2009-08-05T11:45:59+0400
Web-программист,27500.0,Санкт-Петербург,2009-08-05T12:03:15+0400
Постановщик задач,45000.0,Санкт-Петербург,2009-09-22T10:28:30+0400
Специалист по сохранению клиентов,24000.0,Москва,2009-09-09T18:05:03+0400
Начальник отдела строительства и эксплуатации сети,33250.0,Орел,2009-08-05T13:12:15+0400
Специалист по сопровождению 1С,7500.0,Нижний Новгород,2009-08-21T13:24:58+0400
Менеджер по активным продажам в отдел продвижения сайтов.,37500.0,Москва,2009-08-10T13:27:15+0400
"Аналитик (ИТ, Бизнес-аналитик, Системный аналитик)",55000.0,Москва,2009-09-29T14:01:38+0400
"Программист (С, Linux)",35000.0,Санкт-Петербург,2009-09-02T13:57:22+0400
Монтажник-слаботочник,12500.0,Пошехонье,2009-08-05T13:49:53+0400
"Программист 1С, системный администратор.",45000.0,Москва,2009-09-07T11:09:29+0400
Специалист по закупкам,28000.0,Санкт-Петербург,2009-08-05T15:13:36+0400
Системный аналитик,70000.0,Москва,2009-08-05T15:18:48+0400
IT-специалист (Helpdesk),55000.0,Москва,2009-08-26T18:51:07+0400
Аналитик,60000.0,Москва,2009-08-05T15:28:59+0400
Веб-дизайнер,12500.0,Нижний Новгород,2009-08-05T15:36:14+0400
Менеджер по рекламе,45000.0,Москва,2009-08-05T15:41:44+0400
Веб-мастер,27500.0,Москва,2009-08-05T15:48:21+0400
Специалист отдела продвижения,37500.0,Москва,2009-08-13T11:32:21+0400
Веб-программист (верстальщик),12500.0,Нижний Новгород,2009-08-05T16:04:43+0400
Ведущий менеджер по продажам (home office),65000.0,Казань,2009-12-10T16:51:15+0300
Ведущий менеджер по продажам (home office),65000.0,Уфа,2009-12-17T14:40:57+0300
Системный администратор,52500.0,Москва,2009-08-05T16:33:57+0400
Системный администратор в г. Казань,10000.0,Казань,2009-08-05T16:44:33+0400
Программист 1С,70000.0,Москва,2009-08-13T10:10:37+0400
Руководитель отдела управления интернет-проектами,75000.0,Москва,2009-08-05T16:49:53+0400
Программист РНР,47500.0,Москва,2009-08-05T17:01:05+0400
Менеджер по продажам,60000.0,Москва,2009-08-05T17:14:28+0400
Специалист по установке систем удаленного доступа,32500.0,Москва,2009-08-05T17:16:45+0400
WEB developer,47500.0,Санкт-Петербург,2009-09-15T13:06:10+0400
Программист 1С,60000.0,Москва,2009-08-31T19:06:56+0400
Программист Delphi,50000.0,Санкт-Петербург,2009-08-05T17:25:49+0400
Менеджер по продажам телекоммуникационных услуг,19500.0,Рязань,2009-08-17T11:35:54+0400
Математик-программист,70000.0,Москва,2009-08-05T17:39:39+0400
Ведущий специалист по технической поддержке,82500.0,Москва,2009-09-04T10:00:19+0400
PHP программист,60000.0,Москва,2009-08-17T23:07:41+0400
Менеджер интернет проекта,20000.0,Санкт-Петербург,2009-08-21T11:17:09+0400
Руководитель проекта,45000.0,Москва,2009-08-05T17:54:31+0400
Администратор SQL (DBA),85000.0,Москва,2009-08-05T21:21:43+0400
Интернет специалист,38250.0,Москва,2009-08-05T22:56:32+0400
Системный администратор,42500.0,Москва,2009-08-05T23:31:43+0400
Редактор,32500.0,Россия,2009-08-06T00:03:35+0400
Менеджер,35000.0,Москва,2009-08-06T07:07:59+0400
SEO оптимизатор,30000.0,Москва,2009-08-06T07:11:01+0400
Старший специалист в отдел Технической поддержки партнеров,29500.0,Москва,2009-08-28T15:29:07+0400
Системный администратор,53000.0,Москва,2009-08-06T08:47:27+0400
Верстальщик HTML (Разработчик web интерфейсов),60000.0,Москва,2009-08-06T08:49:23+0400
Программист 1С,42500.0,Санкт-Петербург,2009-08-06T09:13:02+0400
Администратор системный,17000.0,Ростов-на-Дону,2009-08-06T09:35:47+0400
Менеджер по работе с корпоративными клиентами,40000.0,Москва,2009-08-06T09:38:49+0400
Менеджер по продажам веб-сайтов,27500.0,Санкт-Петербург,2009-08-06T09:48:46+0400
Старший системный администратор,44500.0,Москва,2009-08-06T10:07:21+0400
1С-программист,42500.0,Иваново (Ивановская область),2009-08-06T10:36:01+0400
1С-программист,42500.0,Тверь,2009-08-06T10:40:24+0400
Менеджер по продажам,55000.0,Москва,2009-09-01T10:57:27+0400
1С-программист,42500.0,Ярославль,2009-08-06T10:46:49+0400
Сервис-инженер ИБП,50000.0,Москва,2009-08-06T10:56:59+0400
Менеджер по продаже интернет услуг,42500.0,Москва,2009-08-06T11:00:58+0400
Программист 1С,55000.0,Санкт-Петербург,2009-08-06T11:01:56+0400
Инженер NOC,50000.0,Москва,2009-08-06T11:08:31+0400
Менеджер по продажам,36000.0,Москва,2009-08-06T11:10:27+0400
Региональный представитель компании MSI,20000.0,Санкт-Петербург,2009-08-06T11:38:53+0400
Главный/ведущий специалист отдела информационных технологий (Банк),19000.0,Ростов-на-Дону,2009-08-06T12:11:30+0400
Инженер-электронщик,25000.0,Москва,2009-08-06T12:12:16+0400
Специалист отдела технической поддержки клиентов,19250.0,Москва,2009-08-06T12:27:04+0400
Системный администратор,12000.0,Волгодонск,2009-08-06T12:27:20+0400
Системный инженер,17500.0,Нижний Новгород,2009-08-06T12:27:33+0400
Системный администратор,25000.0,Москва,2009-08-06T12:43:01+0400
Программист,27500.0,Москва,2009-08-06T12:43:03+0400
Менеджер проектов,47500.0,Москва,2009-08-06T12:44:52+0400
Ведущий текстовых онлайн-трансляций,15000.0,Москва,2009-08-06T12:49:01+0400
Системный администратор,30000.0,Москва,2009-08-06T12:51:14+0400
Менеджер WEB проектов,37500.0,Санкт-Петербург,2009-08-06T12:53:01+0400
Инженер-проектировщик по электрощитовому оборудованию,40000.0,Москва,2009-08-06T12:54:51+0400
Программист,37500.0,Москва,2009-08-06T13:24:44+0400
Контент-менеджер,13500.0,Санкт-Петербург,2009-08-06T14:06:53+0400
Консультант,19000.0,Иваново (Ивановская область),2009-08-06T14:23:00+0400
Программист в среде ГИС,52500.0,Москва,2009-08-06T14:23:24+0400
Специалист центра обслуживания клиентов,17500.0,Самара,2009-08-06T14:35:20+0400
Тестировщик ПО,37500.0,Москва,2009-08-06T14:45:26+0400
Консультант,47500.0,Москва,2009-08-06T14:55:34+0400
Инвестиционный аналитик,95000.0,Москва,2009-08-06T15:13:35+0400
Менеджер по продажам,32500.0,Санкт-Петербург,2009-08-06T15:19:59+0400
Аналитик (телекоммуникации),95000.0,Москва,2009-08-06T15:33:40+0400
Программист .NET,60000.0,Москва,2009-09-29T14:01:43+0400
HTML/CSS-верстальщик,45000.0,Москва,2009-08-06T16:05:32+0400
Специалист по работе с базой данных (2 месяца),35000.0,Москва,2009-08-06T16:22:28+0400
"HTML/CSS-верстальщик, JavaScript-er",45000.0,Москва,2009-08-06T16:23:29+0400
Web-мастер,22500.0,Санкт-Петербург,2009-08-19T13:07:16+0400
Специалист по Unix/Linux серверам и сервисам,52500.0,Москва,2009-08-06T16:32:27+0400
Разработчик VB.NET,90000.0,Россия,2009-08-06T16:32:34+0400
Контент-менеджер веб-сайта,22500.0,Москва,2009-08-06T16:35:05+0400
Математик-программист,70000.0,Москва,2009-08-06T16:49:36+0400
Системный администратор,40000.0,Москва,2009-08-06T16:51:42+0400
"Заместитель директора по продажам (сфера IT, телекоммуникации, связь)",60000.0,Воронеж,2009-08-06T16:56:34+0400
Программист 1С:8.1,75000.0,Москва,2009-08-06T16:56:59+0400
Программист 1 С в Новокуйбышевск,24000.0,Самарская область,2009-08-12T12:58:48+0400
"Заместитель директора по продажам (сфера IT, телекоммуникации, связь)",75000.0,Ростов-на-Дону,2009-08-06T17:04:54+0400
Менеджер проекта,100000.0,Санкт-Петербург,2009-08-06T17:06:56+0400
Программист,65000.0,Москва,2009-08-17T15:40:21+0400
HTML-верстальщик,35000.0,Москва,2009-11-02T12:04:53+0300
Менеджер проектов по разработке сайтов,37500.0,Москва,2009-08-06T19:14:02+0400
Менеджер проектов по продвижению сайтов,35000.0,Москва,2009-08-06T19:16:46+0400
Менеджер по привлечению и работе с партнерами,35000.0,Москва,2009-08-06T19:22:13+0400
Агент прямых продаж,13500.0,Казань,2009-08-06T19:36:19+0400
Системный администратор,30000.0,Санкт-Петербург,2009-08-06T19:39:46+0400
Web-дизайнер,31500.0,Москва,2009-08-06T19:47:02+0400
Менеджер проектов,85000.0,Россия,2009-08-06T20:36:11+0400
Менеджер по работе с партнерами,60000.0,Москва,2009-08-06T20:39:45+0400
Менеджер проекта внедрения продукта Microsoft Dynamics AX,75000.0,Москва,2009-08-17T09:23:11+0400
Business Solution Area Manager,145000.0,Москва,2009-08-28T14:26:15+0400
Программист 1С,62500.0,Москва,2009-08-07T00:06:32+0400
Менеджер по работе с клиентами,10000.0,Самара,2009-08-07T09:53:57+0400
Специалист по поддержке ПО,35000.0,Санкт-Петербург,2009-08-07T11:15:42+0400
Инженер (региональный представитель) в г. Чебоксары,18000.0,Чувашская Республика,2009-08-07T11:43:25+0400
Веб-мастер,35000.0,Москва,2009-08-07T11:53:18+0400
Менеджер по продажам,67500.0,Москва,2009-09-15T11:14:20+0400
Technical Support Engineer,42500.0,Санкт-Петербург,2009-08-07T12:05:32+0400
Веб-дизайнер,23500.0,Санкт-Петербург,2009-08-07T12:21:21+0400
Менеджер по логистике,32500.0,Россия,2009-08-07T12:25:34+0400
Web-программист,50000.0,Москва,2009-08-07T13:26:53+0400
Ассистент менеджера по работе с клиентами,17500.0,Москва,2009-08-07T13:29:02+0400
Системный инженер (системный администратор),45000.0,Москва,2009-08-07T13:44:32+0400
Программист 1С,45000.0,Москва,2009-08-07T13:47:14+0400
Системный администратор,25000.0,Москва,2009-09-02T12:26:34+0400
Программист 1С v8,55000.0,Санкт-Петербург,2009-08-07T14:04:04+0400
Технический писатель,45000.0,Москва,2009-08-07T14:14:46+0400
Ведущий программист Oracle,65000.0,Москва,2009-08-07T14:17:59+0400
Техник по установке терминалов,26500.0,Московская область - Восток,2009-09-29T15:56:51+0400
Специалист службы технической поддержки,13500.0,Москва,2009-08-07T15:07:57+0400
Сотрудник ночной технической поддержки,13500.0,Москва,2009-08-07T15:08:27+0400
Помощник менеджера по интернет-рекламе,13000.0,Москва,2009-08-07T15:08:55+0400
Key account manager,65000.0,Москва,2009-08-07T15:21:44+0400
Программист-аналитик,47500.0,Москва,2009-08-07T15:26:19+0400
Старший Java Разработчик,80000.0,Санкт-Петербург,2009-08-07T15:42:03+0400
Java Разработчик,57500.0,Санкт-Петербург,2009-08-07T15:49:30+0400
Старший менеджер по продажам,60000.0,Москва,2009-12-28T10:16:04+0300
Системный администратор в Дзержинск,9000.0,Дзержинск (Нижегородская область),2009-08-07T16:17:00+0400
Программист Linux (Java),32500.0,Ростов-на-Дону,2009-12-14T09:46:19+0300
Программист 1С,43500.0,Санкт-Петербург,2009-08-26T11:11:25+0400
Системный администратор,27500.0,Москва,2009-08-07T16:58:56+0400
"Специалист отдела мерчендайзинга (АКР, TY)",45000.0,Москва,2009-10-07T14:23:50+0400
Программист C/C++,55000.0,Санкт-Петербург,2009-08-24T09:27:02+0400
Web-программист,31000.0,Москва,2009-08-07T17:20:06+0400
Ассистент менеджера проектов,27000.0,Москва,2009-08-07T17:20:24+0400
J2ME Senior Java Developer,75000.0,Санкт-Петербург,2009-02-04T17:40:15+0300
Менеджер по продажам,70000.0,Москва,2009-01-08T13:14:30+0300
Техник по обслуживанию оборудования,40000.0,Санкт-Петербург,2009-02-13T18:58:34+0300
Ведущий программист,40000.0,Москва,2009-08-24T17:35:20+0400
Заместитель директора,18500.0,Чебоксары,2009-08-24T17:39:14+0400
Специалист по работе с клиентами,18000.0,Москва,2009-09-23T18:18:05+0400
Менеджер интернет-магазина,20000.0,Москва,2009-08-24T17:48:54+0400
Тестировщик 1C,12000.0,Санкт-Петербург,2009-08-24T17:57:13+0400
"Flash-программист, программирующий игры",47500.0,Москва,2009-08-24T17:59:06+0400
QS - Fachkraft,25000.0,Пенза,2009-08-24T18:01:49+0400
Системный администратор,30000.0,Санкт-Петербург,2009-09-24T18:50:54+0400
HTML-верстальщик,27500.0,Москва,2009-08-24T18:26:59+0400
Ведущий специалист (Программист/Администратор 1С 8),55000.0,Москва,2009-08-24T18:27:11+0400
Монтажёр,23000.0,Санкт-Петербург,2009-08-24T18:39:31+0400
Контент-менеджер (web-мастер),23000.0,Москва,2009-08-24T18:40:40+0400
Менеджер по работе с партнерами,34500.0,Москва,2009-08-24T18:45:46+0400
Начальник информационно-вычислительного центра,45000.0,Ханты-Мансийский АО - Югра,2009-08-24T18:50:32+0400
Системный администратор,40000.0,Ханты-Мансийский АО - Югра,2009-08-24T18:54:53+0400
Системный администратор-Менеджер по продвижению сайта (СЕО оптимизатор),50000.0,Москва,2009-08-24T18:55:09+0400
Программист Java,65000.0,Москва,2009-09-16T12:44:52+0400
Менеджер по продажам Интернет-рекламы,82500.0,Москва,2009-08-24T19:08:44+0400
Программист 1С,85000.0,Москва,2009-08-24T19:44:35+0400
Программист PHP,60000.0,Москва,2009-08-24T19:57:04+0400
Программист С++,67500.0,Москва,2009-08-24T20:11:52+0400
Менеджер по продажам 1С,100000.0,Москва,2009-08-24T20:53:20+0400
Web-дизайнер с опытом работы с видео,35000.0,Москва,2009-08-24T23:28:53+0400
Менеджер по продажам услуг web-студии,47500.0,Москва,2009-10-05T13:07:04+0400
Менеджер проекта,70000.0,Москва,2009-08-25T02:21:31+0400
Медиапланер,52500.0,Москва,2009-08-25T08:52:20+0400
Администратор сети,17500.0,Нижний Новгород,2009-08-25T09:03:27+0400
Системный администратор (инженер электроник),31000.0,Москва,2009-08-25T09:04:14+0400
IT-специалист отдела маркетинга,17500.0,Казань,2009-08-25T09:09:22+0400
Бизнес-аналитик,60000.0,Москва,2009-08-25T09:18:44+0400
Системный инженер,19250.0,Владимир,2009-10-13T11:04:44+0400
Программист 1С 8.x,85000.0,Москва,2009-09-02T13:05:24+0400
Специалист линии технической поддержки (hot-line),16000.0,Казань,2009-08-31T16:52:28+0400
Программист С и C++,47500.0,Москва,2009-09-18T09:30:49+0400
Специалист телемаркетингового центра (call-центра),11500.0,Казань,2009-08-25T09:46:47+0400
Веб-программист,32500.0,Санкт-Петербург,2009-08-25T09:58:36+0400
Главный специалист (SAP/R3 FI),80000.0,Москва,2009-08-25T10:14:38+0400
Системный администратор офиса,45000.0,Москва,2009-08-25T10:16:25+0400
Заместитель директора департамента,27500.0,Хабаровск,2009-08-25T10:17:32+0400
Сервисный инженер,35000.0,Москва,2009-09-28T09:31:02+0400
"Оператор базы данных (таможенная группа, отдел логистики, международная компания)",28000.0,Москва,2009-08-25T10:54:01+0400
Консультант/разработчик 1С 8.0,65000.0,Москва,2009-08-25T10:54:44+0400
Программист 1С 8,80000.0,Москва,2009-08-25T11:08:40+0400
Разработчик Oracle,55000.0,Москва,2009-08-25T11:10:41+0400
Программист 1С,45000.0,Москва,2009-08-25T11:26:33+0400
Администратор баз данных DBA Oracle (9.2.0.8 и 10.2.0.4),27500.0,Кострома,2009-08-25T11:35:40+0400
Системный аналитик,34750.0,Челябинск,2009-11-16T10:11:51+0300
Консультант по Информационным системам,25600.0,Челябинск,2009-10-14T07:31:32+0400
Менеджер по работе с клиентами,32500.0,Москва,2009-08-25T11:48:35+0400
Медиапланер (контекстная реклама),55000.0,Москва,2009-09-30T14:40:23+0400
Веб-программист PHP,50000.0,Москва,2009-08-25T11:51:49+0400
Php-разработчик с опытом разработки wap-сайтов,80000.0,Москва,2009-09-21T11:28:35+0400
Программист 1С,75000.0,Москва,2009-08-25T12:03:53+0400
Специалист по продажам,32500.0,Москва,2009-08-25T12:06:59+0400
Инженер-программист,52500.0,Москва,2009-08-25T12:09:21+0400
Специалист коммерческого отдела (Менеджер по продажам),35000.0,Москва,2009-10-19T13:39:24+0400
CRM-аналитик,22500.0,Санкт-Петербург,2009-10-26T16:44:56+0300
Программист PHP (сопровождение проектов),20000.0,Москва,2009-08-25T12:54:24+0400
Аналитик 1С,80000.0,Москва,2009-10-02T11:01:04+0400
Руководитель проектов 1С,95000.0,Москва,2009-10-02T11:00:54+0400
Программист Java,37500.0,Москва,2009-08-25T13:20:12+0400
Специалист по работе с клиентами,40000.0,Москва,2009-08-25T13:28:12+0400
Аккаунт-менеджер (интернет-реклама),72500.0,Москва,2009-08-25T13:33:52+0400
Программист 1С,55000.0,Москва,2009-08-25T13:44:09+0400
Программист C#,65000.0,Москва,2009-08-25T13:48:32+0400
Senior Java developer,85000.0,Санкт-Петербург,2009-09-16T17:16:52+0400
Заместитель директора по коммерческой работе (в г. Солнечногорске),72500.0,Московская область - Север,2009-08-25T14:02:57+0400
Технический директор,67500.0,Солнечногорск,2009-08-25T14:22:57+0400
Программист 1С,22000.0,Ростов-на-Дону,2009-08-25T14:27:59+0400
Торговый агент,10500.0,Воронежская область,2009-08-25T14:29:11+0400
Ведущий программист,70000.0,Москва,2009-09-15T16:52:19+0400
Системный администратор,18500.0,Ростов-на-Дону,2009-08-25T14:32:16+0400
Разработчик JAVA,30000.0,Москва,2009-08-25T14:56:41+0400
Системный администратор (инженер отдела обслуживания),35000.0,Москва,2009-08-25T15:01:11+0400
Специалист технической поддержки,15000.0,Москва,2009-08-25T15:09:48+0400
Системный аналитик /архитектор,50000.0,Москва,2009-08-25T15:47:22+0400
Руководитель отдела продаж,55000.0,Центральный округ,2009-09-15T10:27:41+0400
PHP разработчик (Bitrix),57500.0,Москва,2009-08-25T16:39:30+0400
Менеджер по продаже Интернет-услуг,25000.0,Санкт-Петербург,2009-08-25T16:51:55+0400
Менеджер по продажам (IT аутсорсинг),65000.0,Москва,2009-08-25T17:12:16+0400
Системный администратор,27500.0,Санкт-Петербург,2009-08-25T17:14:47+0400
1С-Битрикс разработчик,55000.0,Москва,2009-08-25T17:20:33+0400
"Менеджер по продажам услуг связи (телефония, интернет)",40000.0,Москва,2009-08-25T17:47:26+0400
Консультант SAP R3 FI-FM,80000.0,Москва,2009-08-25T18:01:54+0400
Старший консультант SAP R/3 MM,70000.0,Москва,2009-08-25T18:03:22+0400
Менеджер интернет-проектов,55000.0,Москва,2009-08-25T18:23:28+0400
Программист PHP,15500.0,Нижегородская область,2009-08-25T18:49:28+0400
Менеджер информационных ресурсов,37500.0,Москва,2009-08-25T19:19:16+0400
Веб программист,13500.0,Ростов-на-Дону,2009-08-25T19:21:27+0400
Руководитель интернет-магазина,35000.0,Москва,2009-08-25T19:54:43+0400
Старший Java Разработчик (J2SE),70000.0,Санкт-Петербург,2009-10-05T18:56:04+0400
Менеджер по продажам,47500.0,Санкт-Петербург,2009-08-25T21:04:54+0400
Менеджер (Интернет-магазин),20000.0,Москва,2009-08-25T21:28:41+0400
Менеджер интернет-магазина,20000.0,Москва,2009-08-25T21:51:12+0400
Менеджер по продажам,37500.0,Москва,2009-08-26T00:33:41+0400
Системный администратор,17500.0,Тольятти,2009-08-26T09:01:10+0400
Ведущий программист 1С,30000.0,Воронеж,2009-08-26T09:12:58+0400
Программист 1С,20000.0,Воронеж,2009-08-26T09:14:21+0400
Web-мастер,22500.0,Новосибирск,2009-09-21T07:50:27+0400
Специалист по привлечению корпоративных клиентов,22500.0,Саранск,2009-08-26T09:33:53+0400
Ведущий специалист отдела продаж и обслуживания корпоративных клиентов генеральной дирекции,32500.0,Санкт-Петербург,2009-09-28T11:07:03+0400
Руководитель IT-отдела,42500.0,Смоленск,2009-12-09T09:31:57+0300
Системный администратор,28500.0,Москва,2009-08-26T10:10:37+0400
Клиент-менеджер / менеджер по продажам 1С,21000.0,Санкт-Петербург,2009-08-26T10:24:12+0400
Системный администратор,16500.0,Казань,2009-08-26T10:25:41+0400
Руководитель проектов в области продаж,60000.0,Москва,2009-08-26T10:34:03+0400
Менеджер по работе с крупными корпоративными клиентами (EPG_KRD),23500.0,Краснодар,2009-09-21T14:36:17+0400
.Net разработчик,52500.0,Москва,2009-08-26T11:13:29+0400
Тестировщик ПО (QA),17500.0,Калуга,2009-08-26T11:18:42+0400
Business Intelligence Senior Developer (BI),90000.0,Москва,2009-09-01T16:13:10+0400
Помощник менеджера по Интернет-рекламе,12000.0,Москва,2009-08-26T11:38:47+0400
Специалист по Business Intelligence (BI),90000.0,Москва,2009-09-15T09:34:35+0400
Unix администратор,32500.0,Новосибирск,2009-09-21T07:50:27+0400
Системный аналитик в банк,80000.0,Москва,2009-08-26T12:18:19+0400
Разработчик ASP.NET,37500.0,Санкт-Петербург,2009-08-26T12:19:10+0400
Тестировщик ПО,20000.0,Новосибирск,2009-08-26T12:19:32+0400
Помощник seo оптимизатор (html верстальщик/программист),32500.0,Москва,2009-08-26T12:23:07+0400
Менеджер по продажам web-разработок,30000.0,Санкт-Петербург,2009-08-26T12:25:22+0400
Дизайнер,47500.0,Москва,2009-08-26T12:39:14+0400
Консультант по продаже компьютерной и цифровой техники в call-центр,28500.0,Санкт-Петербург,2009-10-22T15:19:36+0400
Продавец-консультант компьютерной техники,16500.0,Санкт-Петербург,2009-08-26T13:00:52+0400
Веб-программист,45000.0,Россия,2009-08-26T13:01:20+0400
Программист 1С,55000.0,Москва,2009-09-01T14:48:17+0400
Системный администратор,23500.0,Санкт-Петербург,2009-08-26T13:34:23+0400
Менеджер проекта,60000.0,Москва,2009-08-26T13:36:49+0400
Контент менеджер/ менеджер сайта,9000.0,Нижний Новгород,2009-09-02T11:29:06+0400
"Junior C#, ASP.NET developer",15000.0,Санкт-Петербург,2009-08-26T14:09:11+0400
Эксперт по конвергентным услугам,22000.0,Казань,2009-08-26T14:17:14+0400
Менеджер по работе с клиентами,60000.0,Москва,2009-09-02T15:06:14+0400
Специалист front-line (в г. Нижнекамск),12500.0,Нижнекамск,2009-08-26T14:20:08+0400
Специалист front-line (в г. Елабуга),12500.0,Елабуга,2009-08-26T14:21:59+0400
Web-программист,18500.0,Нижний Новгород,2009-08-26T14:38:17+0400
Программист .NET,22500.0,Казань,2009-09-03T17:08:53+0400
Программист 1С,47500.0,Санкт-Петербург,2009-08-26T15:19:05+0400
